Year,Unnamed: 0,Month,Decimal Date,Carbon Dioxide (ppm),Seasonally Adjusted CO2 (ppm),Carbon Dioxide Fit (ppm),Seasonally Adjusted CO2 Fit (ppm)
1995,447.0,4,1995.2877,363.45,360.82,363.15,360.5
1995,448.0,5,1995.3699,363.8,360.63,363.83,360.66
1995,449.0,6,1995.4548,363.26,360.86,363.21,360.83
1995,450.0,7,1995.537,361.9,361.11,361.74,360.98
1995,451.0,8,1995.6219,359.45,360.87,359.69,361.14
1995,452.0,9,1995.7068,358.05,361.31,358.03,361.31
1995,453.0,10,1995.789,357.76,361.14,358.09,361.46
1995,454.0,11,1995.874,359.56,361.7,359.51,361.63
1995,455.0,12,1995.9562,360.7,361.58,360.91,361.78
1996,456.0,1,1996.0410000000002,362.05,362.03,361.97,361.94
1996,457.0,2,1996.1257,363.24,362.56,362.78,362.08
1996,458.0,3,1996.2049,364.02,362.53,363.72,362.21
1996,459.0,4,1996.2896,364.72,362.05,365.02,362.33
1996,460.0,5,1996.3716,365.41,362.24,365.62,362.45
1996,461.0,6,1996.4563,364.97,362.58,364.92,362.56
1996,462.0,7,1996.5383,363.65,362.89,363.38,362.66
1996,463.0,8,1996.6229999999998,361.48,362.93,361.26,362.75
1996,464.0,9,1996.7077,359.45,362.73,359.53,362.83
1996,465.0,10,1996.7896,359.61,363.0,359.53,362.91
1996,466.0,11,1996.8743,360.76,362.89,360.88,362.99
1996,467.0,12,1996.9563,362.33,363.21,362.2,363.06
1997,468.0,1,1997.0411,363.18,363.16,363.18,363.14
1997,469.0,2,1997.126,363.99,363.3,363.93,363.23
1997,470.0,3,1997.2027,364.56,363.1,364.8,363.31
1997,471.0,4,1997.2877,366.36,363.71,366.08,363.41
1997,472.0,5,1997.3699,366.8,363.61,366.71,363.53
1997,473.0,6,1997.4548,365.63,363.21,366.06,363.66
1997,474.0,7,1997.537,364.47,363.68,364.57,363.81
1997,475.0,8,1997.6219,362.5,363.93,362.52,363.98
1997,476.0,9,1997.7068,360.19,363.47,360.89,364.19
1997,477.0,10,1997.789,360.77,364.18,361.01,364.4
1997,478.0,11,1997.874,362.43,364.58,362.52,364.65
1997,479.0,12,1997.9562,364.28,365.17,364.03,364.9
1998,480.0,1,1998.0411,365.33,365.31,365.21,365.17
1998,481.0,2,1998.126,366.15,365.45,366.16,365.45
1998,482.0,3,1998.2027,367.31,365.84,367.19,365.7
1998,483.0,4,1998.2877,368.61,365.96,368.65,365.98
1998,484.0,5,1998.3699,369.3,366.1,369.44,366.24
1998,485.0,6,1998.4548,368.88,366.45,368.91,366.51
1998,486.0,7,1998.537,367.64,366.84,367.51,366.75
1998,487.0,8,1998.6219,365.77,367.21,365.52,366.99
1998,488.0,9,1998.7068,363.9,367.2,363.9,367.21
1998,489.0,10,1998.789,364.24,367.65,363.99,367.4
1998,490.0,11,1998.874,365.46,367.62,365.44,367.58
1998,491.0,12,1998.9562,366.97,367.86,366.85,367.73
1999,492.0,1,1999.0411,368.15,368.13,367.89,367.86
1999,493.0,2,1999.126,368.87,368.17,368.68,367.97
1999,494.0,3,1999.2027,369.59,368.11,369.54,368.05
1999,495.0,4,1999.2877,371.14,368.47,370.81,368.13
1999,496.0,5,1999.3699,371.0,367.79,371.4,368.19
1999,497.0,6,1999.4548,370.35,367.92,370.67,368.26
1999,498.0,7,1999.537,369.27,368.47,369.09,368.33
1999,499.0,8,1999.6219,366.93,368.37,366.92,368.4
1999,500.0,9,1999.7068,364.64,367.94,365.15,368.47
1999,501.0,10,1999.789,365.13,368.56,365.13,368.55
1999,502.0,11,1999.874,366.68,368.84,366.5,368.64
1999,503.0,12,1999.9562,368.01,368.9,367.84,368.72
2000,504.0,1,2000.0410000000002,369.14,369.12,368.85,368.81
2000,505.0,2,2000.1257,369.46,368.76,369.61,368.91
2000,506.0,3,2000.2049,370.51,369.0,370.53,369.0
2000,507.0,4,2000.2896,371.66,368.96,371.83,369.11
2000,508.0,5,2000.3716,371.83,368.61,372.44,369.22
2000,509.0,6,2000.4563,371.69,369.28,371.75,369.36
2000,510.0,7,2000.5383,370.12,369.35,370.23,369.49
2000,511.0,8,2000.6229999999998,368.12,369.59,368.13,369.64
2000,512.0,9,2000.7077,366.62,369.95,366.45,369.79
2000,513.0,10,2000.7896,366.73,370.17,366.51,369.93
2000,514.0,11,2000.8743,368.29,370.46,367.93,370.08
2000,515.0,12,2000.9563,369.53,370.42,369.33,370.2
2001,516.0,1,2001.0411,370.28,370.26,370.36,370.33
2001,517.0,2,2001.126,371.5,370.79,371.16,370.45
2001,518.0,3,2001.2027,372.12,370.63,372.06,370.55
2001,519.0,4,2001.2877,372.87,370.18,373.37,370.67
2001,520.0,5,2001.3699,374.02,370.79,374.02,370.79
2001,521.0,6,2001.4548,373.31,370.86,373.34,370.92
2001,522.0,7,2001.537,371.62,370.81,371.82,371.05
2001,523.0,8,2001.6219,369.55,371.0,369.71,371.19
2001,524.0,9,2001.7068,367.96,371.29,368.0,371.35
2001,525.0,10,2001.789,368.1,371.55,368.06,371.51
2001,526.0,11,2001.874,369.68,371.86,369.52,371.67
2001,527.0,12,2001.9562,371.24,372.14,370.95,371.83
2002,528.0,1,2002.0411,372.44,372.41,372.03,372.0
2002,529.0,2,2002.126,373.08,372.38,372.88,372.17
2002,530.0,3,2002.2027,373.52,372.03,373.84,372.33
2002,531.0,4,2002.2877,374.86,372.16,375.22,372.51
2002,532.0,5,2002.3699,375.55,372.31,375.94,372.7
2002,533.0,6,2002.4548,375.4,372.94,375.35,372.91
2002,534.0,7,2002.537,374.02,373.21,373.9,373.13
2002,535.0,8,2002.6219,371.48,372.93,371.87,373.36
2002,536.0,9,2002.7068,370.7,374.04,370.24,373.59
2002,537.0,10,2002.789,370.25,373.71,370.37,373.82
2002,538.0,11,2002.874,372.08,374.26,371.9,374.06
2002,539.0,12,2002.9562,373.78,374.69,373.4,374.28
2003,540.0,1,2003.0411,374.68,374.66,374.54,374.51
2003,541.0,2,2003.126,375.62,374.92,375.44,374.72
2003,542.0,3,2003.2027,376.11,374.61,376.43,374.91
2003,543.0,4,2003.2877,377.65,374.95,377.85,375.12
2003,544.0,5,2003.3699,378.35,375.1,378.58,375.33
2003,545.0,6,2003.4548,378.13,375.66,377.98,375.53
2003,546.0,7,2003.537,376.61,375.8,376.5,375.72
2003,547.0,8,2003.6219,374.48,375.94,374.42,375.92
2003,548.0,9,2003.7068,372.98,376.33,372.73,376.1
2003,549.0,10,2003.789,373.0,376.48,372.8,376.27
2003,550.0,11,2003.874,374.34,376.54,374.26,376.43
2003,551.0,12,2003.9562,375.69,376.6,375.68,376.57
2004,552.0,1,2004.0410000000002,376.79,376.76,376.74,376.71
2004,553.0,2,2004.1257,377.36,376.65,377.56,376.84
2004,554.0,3,2004.2049,378.39,376.87,378.5,376.96
2004,555.0,4,2004.2896,380.5,377.76,379.83,377.07
2004,556.0,5,2004.3716,380.61,377.35,380.44,377.18
2004,557.0,6,2004.4563,379.55,377.1,379.73,377.3
2004,558.0,7,2004.5383,377.76,376.99,378.17,377.42
2004,559.0,8,2004.6229999999998,375.84,377.32,376.03,377.55
2004,560.0,9,2004.7077,374.05,377.42,374.32,377.71
2004,561.0,10,2004.7896,374.22,377.7,374.4,377.87
2004,562.0,11,2004.8743,375.84,378.04,375.88,378.05
2004,563.0,12,2004.9563,377.44,378.35,377.35,378.24
2005,564.0,1,2005.0411,378.34,378.31,378.48,378.44
2005,565.0,2,2005.126,379.61,378.9,379.38,378.66
2005,566.0,3,2005.2027,380.17,378.67,380.38,378.85
2005,567.0,4,2005.2877,382.05,379.33,381.81,379.07
2005,568.0,5,2005.3699,382.24,378.96,382.56,379.29
2005,569.0,6,2005.4548,382.08,379.6,381.97,379.51
2005,570.0,7,2005.537,380.67,379.85,380.5,379.72
2005,571.0,8,2005.6219,378.67,380.13,378.43,379.94
2005,572.0,9,2005.7068,376.42,379.79,376.76,380.15
2005,573.0,10,2005.789,376.8,380.3,376.86,380.35
2005,574.0,11,2005.874,378.31,380.51,378.36,380.55
2005,575.0,12,2005.9562,379.96,380.87,379.84,380.73
2006,576.0,1,2006.0411,381.37,381.34,380.95,380.91
2006,577.0,2,2006.126,382.02,381.3,381.81,381.08
2006,578.0,3,2006.2027,382.56,381.05,382.76,381.23
2006,579.0,4,2006.2877,384.37,381.64,384.13,381.38
2006,580.0,5,2006.3699,384.92,381.64,384.81,381.53
2006,581.0,6,2006.4548,384.03,381.54,384.14,381.67
2006,582.0,7,2006.537,382.28,381.47,382.6,381.81
2006,583.0,8,2006.6219,380.48,381.94,380.46,381.96
2006,584.0,9,2006.7068,378.81,382.19,378.72,382.11
2006,585.0,10,2006.789,379.06,382.57,378.76,382.26
2006,586.0,11,2006.874,380.14,382.35,380.22,382.41
2006,587.0,12,2006.9562,381.66,382.57,381.66,382.56
2007,588.0,1,2007.0411,382.58,382.56,382.74,382.71
2007,589.0,2,2007.126,383.71,383.0,383.59,382.86
2007,590.0,3,2007.2027,384.34,382.82,384.54,383.0
2007,591.0,4,2007.2877,386.23,383.49,385.92,383.16
2007,592.0,5,2007.3699,386.41,383.12,386.61,383.32
2007,593.0,6,2007.4548,385.87,383.37,385.96,383.48
2007,594.0,7,2007.537,384.45,383.63,384.43,383.64
2007,595.0,8,2007.6219,381.84,383.32,382.3,383.81
2007,596.0,9,2007.7068,380.86,384.25,380.56,383.97
2007,597.0,10,2007.789,380.86,384.38,380.62,384.13
2007,598.0,11,2007.874,382.35,384.58,382.09,384.29
2007,599.0,12,2007.9562,383.61,384.53,383.54,384.44
2008,600.0,1,2008.0410000000002,385.07,385.05,384.62,384.58
2008,601.0,2,2008.1257,385.84,385.13,385.45,384.72
2008,602.0,3,2008.2049,385.83,384.29,386.43,384.86
2008,603.0,4,2008.2896,386.77,384.0,387.8,385.01
2008,604.0,5,2008.3716,388.51,385.21,388.47,385.17
2008,605.0,6,2008.4563,388.05,385.57,387.8,385.34
2008,606.0,7,2008.5383,386.25,385.46,386.26,385.51
2008,607.0,8,2008.6229999999998,384.08,385.59,384.13,385.68
2008,608.0,9,2008.7077,383.09,386.5,382.42,385.85
2008,609.0,10,2008.7896,382.78,386.31,382.49,386.01
2008,610.0,11,2008.8743,384.01,386.23,383.96,386.16
2008,611.0,12,2008.9563,385.11,386.03,385.41,386.31
2009,612.0,1,2009.0411,386.65,386.63,386.5,386.46
2009,613.0,2,2009.126,387.12,386.4,387.35,386.62
2009,614.0,3,2009.2027,388.51,386.99,388.3,386.76
2009,615.0,4,2009.2877,389.57,386.81,389.7,386.92
2009,616.0,5,2009.3699,390.16,386.85,390.4,387.09
2009,617.0,6,2009.4548,389.62,387.1,389.76,387.27
2009,618.0,7,2009.537,388.07,387.24,388.25,387.46
2009,619.0,8,2009.6219,386.08,387.57,386.14,387.66
2009,620.0,9,2009.7068,384.65,388.07,384.44,387.87
2009,621.0,10,2009.789,384.33,387.88,384.55,388.09
2009,622.0,11,2009.874,386.05,388.28,386.1,388.31
2009,623.0,12,2009.9562,387.49,388.41,387.63,388.53
2010,624.0,1,2010.0411,388.55,388.53,388.8,388.76
2010,625.0,2,2010.126,390.07,389.35,389.72,388.98
2010,626.0,3,2010.2027,391.01,389.48,390.73,389.18
2010,627.0,4,2010.2877,392.38,389.62,392.17,389.39
2010,628.0,5,2010.3699,393.22,389.89,392.9,389.58
2010,629.0,6,2010.4548,392.24,389.71,392.26,389.76
2010,630.0,7,2010.537,390.33,389.51,390.73,389.94
2010,631.0,8,2010.6219,388.52,390.01,388.58,390.11
2010,632.0,9,2010.7068,386.84,390.26,386.83,390.28
2010,633.0,10,2010.789,387.16,390.72,386.89,390.43
2010,634.0,11,2010.874,388.67,390.91,388.36,390.58
2010,635.0,12,2010.9562,389.81,390.74,389.8,390.71
2011,636.0,1,2011.0411,391.3,391.27,390.88,390.84
2011,637.0,2,2011.126,391.92,391.2,391.71,390.97
2011,638.0,3,2011.2027,392.45,390.92,392.64,391.08
2011,639.0,4,2011.2877,393.37,390.6,394.01,391.22
2011,640.0,5,2011.3699,394.28,390.95,394.69,391.36
2011,641.0,6,2011.4548,393.69,391.16,394.02,391.52
2011,642.0,7,2011.537,392.6,391.77,392.48,391.68
2011,643.0,8,2011.6219,390.21,391.7,390.33,391.86
2011,644.0,9,2011.7068,389.0,392.44,388.59,392.04
2011,645.0,10,2011.789,388.93,392.5,388.67,392.22
2011,646.0,11,2011.874,390.24,392.49,390.18,392.41
2011,647.0,12,2011.9562,391.8,392.73,391.67,392.58
2012,648.0,1,2012.0410000000002,393.07,393.05,392.8,392.76
2012,649.0,2,2012.1257,393.35,392.63,393.69,392.95
2012,650.0,3,2012.2049,394.36,392.79,394.72,393.13
2012,651.0,4,2012.2896,396.43,393.62,396.15,393.33
2012,652.0,5,2012.3716,396.87,393.52,396.87,393.53
2012,653.0,6,2012.4563,395.88,393.36,396.24,393.75
2012,654.0,7,2012.5383,394.52,393.72,394.73,393.97
2012,655.0,8,2012.6229999999998,392.54,394.06,392.64,394.2
2012,656.0,9,2012.7077,391.13,394.58,390.97,394.45
2012,657.0,10,2012.7896,391.01,394.59,391.13,394.69
2012,658.0,11,2012.8743,392.95,395.2,392.71,394.93
2012,659.0,12,2012.9563,394.34,395.27,394.25,395.16
2013,660.0,1,2013.0411,395.61,395.58,395.43,395.4
2013,661.0,2,2013.126,396.85,396.12,396.36,395.62
2013,662.0,3,2013.2027,397.26,395.71,397.38,395.82
2013,663.0,4,2013.2877,398.35,395.56,398.84,396.03
2013,664.0,5,2013.3699,399.98,396.62,399.59,396.23
2013,665.0,6,2013.4548,398.87,396.32,398.96,396.44
2013,666.0,7,2013.537,397.37,396.54,397.43,396.63
2013,667.0,8,2013.6219,395.41,396.91,395.28,396.82
2013,668.0,9,2013.7068,393.39,396.85,393.54,397.01
2013,669.0,10,2013.789,393.7,397.29,393.62,397.19
2013,670.0,11,2013.874,395.19,397.46,395.13,397.37
2013,671.0,12,2013.9562,396.82,397.76,396.62,397.54
2014,672.0,1,2014.0411,397.93,397.9,397.75,397.71
2014,673.0,2,2014.126,398.1,397.37,398.62,397.88
2014,674.0,3,2014.2027,399.47,397.92,399.6,398.03
2014,675.0,4,2014.2877,401.33,398.53,401.01,398.19
2014,676.0,5,2014.3699,401.88,398.51,401.72,398.35
2014,677.0,6,2014.4548,401.31,398.75,401.04,398.51
2014,678.0,7,2014.537,399.07,398.23,399.47,398.67
2014,679.0,8,2014.6219,397.21,398.72,397.29,398.83
2014,680.0,9,2014.7068,395.4,398.87,395.51,399.0
2014,681.0,10,2014.789,395.65,399.25,395.58,399.17
2014,682.0,11,2014.874,397.22,399.5,397.1,399.34
2014,683.0,12,2014.9562,398.79,399.73,398.6,399.52
2015,684.0,1,2015.0411,399.85,399.83,399.73,399.7
2015,685.0,2,2015.126,400.31,399.57,400.63,399.89
2015,686.0,3,2015.2027,401.51,399.96,401.64,400.06
2015,687.0,4,2015.2877,403.45,400.64,403.1,400.27
2015,688.0,5,2015.3699,404.11,400.73,403.86,400.48
2015,689.0,6,2015.4548,402.88,400.31,403.25,400.71
2015,690.0,7,2015.537,401.6,400.76,401.76,400.96
2015,691.0,8,2015.6219,399.0,400.51,399.68,401.23
2015,692.0,9,2015.7068,397.5,400.98,398.03,401.53
2015,693.0,10,2015.789,398.28,401.9,398.23,401.83
2015,694.0,11,2015.874,400.24,402.52,399.9,402.16
2015,695.0,12,2015.9562,401.89,402.83,401.54,402.47
2016,696.0,1,2016.0410000000002,402.65,402.62,402.82,402.78
2016,697.0,2,2016.1257,404.16,403.42,403.84,403.09
2016,698.0,3,2016.2049,404.86,403.27,404.98,403.37
2016,699.0,4,2016.2896,407.57,404.73,406.51,403.64
2016,700.0,5,2016.3716,407.65,404.26,407.28,403.89
2016,701.0,6,2016.4563,407.0,404.46,406.66,404.14
2016,702.0,7,2016.5383,404.5,403.69,405.14,404.37
2016,703.0,8,2016.6229999999998,402.24,403.78,403.02,404.6
2016,704.0,9,2016.7077,401.01,404.52,401.33,404.85
2016,705.0,10,2016.7896,401.5,405.12,401.48,405.09
2016,706.0,11,2016.8743,403.64,405.92,403.08,405.34
2016,707.0,12,2016.9563,404.55,405.49,404.66,405.58
2017,708.0,1,2017.0411,406.07,406.04,405.87,405.83
2017,709.0,2,2017.126,406.64,405.9,0.0,0.0
2017,710.0,3,2017.2027,0.0,0.0,0.0,0.0
2017,711.0,4,2017.2877,0.0,0.0,0.0,0.0
2017,712.0,5,2017.3699,0.0,0.0,0.0,0.0
2017,713.0,6,2017.4548,0.0,0.0,0.0,0.0
2017,714.0,7,2017.537,0.0,0.0,0.0,0.0
2017,715.0,8,2017.6219,0.0,0.0,0.0,0.0
2017,716.0,9,2017.7068,0.0,0.0,0.0,0.0
2017,717.0,10,2017.789,0.0,0.0,0.0,0.0
2017,718.0,11,2017.874,0.0,0.0,0.0,0.0
2017,719.0,12,2017.9562,0.0,0.0,0.0,0.0
